CustomerName,CustomerID,FoodItemID,Quantity,OrderDate
Suresh Yadav 99,34,222,1,21-Mar-26
Suresh Yadav 99,34,261,4,17-Feb-26
Suresh Yadav 99,34,233,3,05-Apr-26
Surya Verma 6,35,128,4,26-Apr-26
Surya Verma 6,35,151,1,04-Jan-26
Surya Verma 6,35,346,2,02-Feb-26
Ganesh Verma 51,36,398,2,25-Feb-26
Ganesh Verma 51,36,305,4,14-Apr-26
Ganesh Verma 51,36,117,1,07-Feb-26
Ganesh Verma 51,36,295,3,17-Jan-26
Ganesh Verma 51,36,430,4,11-Jan-26
Ganesh Verma 51,36,222,2,21-Feb-26
Vikram Kumar 33,37,109,2,23-Jan-26
Vikram Kumar 33,37,386,1,24-Mar-26
Vikram Kumar 33,37,188,3,12-Jan-26
Vikram Kumar 33,37,119,3,14-Feb-26
Vinodh Rao 54,38,437,1,21-Apr-26
Vinodh Rao 54,38,349,3,07-Feb-26
Vinodh Rao 54,38,354,4,19-Mar-26
Vinodh Rao 54,38,398,1,17-Mar-26
Satish Chowdary 8,39,237,2,21-Mar-26
Satish Chowdary 8,39,439,3,20-Feb-26
Satish Chowdary 8,39,389,4,13-Jan-26
Satish Chowdary 8,39,212,1,11-Jan-26
Satish Chowdary 8,39,333,4,28-Mar-26
Sanjay Reddy 94,40,257,2,26-Jan-26
Sanjay Reddy 94,40,334,1,10-Jan-26
Sanjay Reddy 94,40,229,3,10-Jan-26
Sanjay Reddy 94,40,440,1,02-Jan-26
Sanjay Reddy 94,40,197,1,23-Apr-26
Sanjay Reddy 94,40,222,4,13-Jan-26
Kiran Verma 4,41,439,4,17-Apr-26
Kiran Verma 4,41,266,4,08-Mar-26
Kiran Verma 4,41,214,4,28-Mar-26
Kiran Verma 4,41,222,2,21-Mar-26
Kiran Verma 4,41,212,1,23-Jan-26
Vamshi Rao 47,42,384,1,20-Apr-26
Vamshi Rao 47,42,104,3,03-Feb-26
Vamshi Rao 47,42,442,3,12-Mar-26
Arjun Kumar 78,43,258,4,13-Apr-26
Arjun Kumar 78,43,357,3,01-Apr-26
Arjun Kumar 78,43,276,4,06-Mar-26
Arjun Kumar 78,43,350,1,11-Mar-26
Arjun Kumar 78,43,261,2,10-Mar-26
Anil Sharma 68,44,236,4,15-Feb-26
Anil Sharma 68,44,422,2,03-Feb-26
Anil Sharma 68,44,176,2,05-Mar-26
Suresh Verma 47,45,133,4,12-Jan-26
Suresh Verma 47,45,347,4,08-Mar-26
Suresh Verma 47,45,443,1,26-Feb-26
Suresh Verma 47,45,255,1,18-Feb-26
Mahesh Sharma 77,46,218,3,01-Jan-26
Mahesh Sharma 77,46,326,4,15-Mar-26
Mahesh Sharma 77,46,143,3,26-Jan-26
Mahesh Sharma 77,46,402,4,22-Apr-26
Mahesh Sharma 77,46,269,4,06-Apr-26
Kalyan Sharma 98,47,344,4,18-Mar-26
Kalyan Sharma 98,47,145,2,28-Jan-26
Kalyan Sharma 98,47,384,4,02-Feb-26
Kalyan Sharma 98,47,220,4,07-Feb-26
Kalyan Sharma 98,47,333,1,15-Mar-26
Suresh Goud 63,48,359,1,23-Feb-26
Suresh Goud 63,48,110,4,22-Feb-26
Suresh Goud 63,48,294,2,14-Apr-26
Suresh Goud 63,48,213,3,17-Mar-26
Nithin Sharma 95,49,295,3,12-Mar-26
Nithin Sharma 95,49,118,1,17-Feb-26
Nithin Sharma 95,49,420,4,03-Apr-26
Vijay Rao 29,50,278,1,25-Mar-26
Vijay Rao 29,50,375,1,05-Feb-26
Vijay Rao 29,50,436,2,11-Mar-26
Vijay Rao 29,50,123,3,07-Feb-26
Vijay Rao 29,50,180,2,18-Mar-26
Nithin Kumar 47,51,326,2,24-Apr-26
Nithin Kumar 47,51,181,2,27-Feb-26
Nithin Kumar 47,51,448,2,01-Mar-26
Nithin Kumar 47,51,252,3,29-Jan-26
Nithin Kumar 47,51,410,2,31-Jan-26
Ramesh Chowdary 66,52,320,1,24-Jan-26
Ramesh Chowdary 66,52,325,4,09-Jan-26
Ramesh Chowdary 66,52,223,2,14-Apr-26
Ramesh Chowdary 66,52,435,1,03-Apr-26
Ramesh Chowdary 66,52,325,4,19-Feb-26
Satish Sharma 84,53,290,1,27-Apr-26
Satish Sharma 84,53,382,3,28-Jan-26
Satish Sharma 84,53,253,3,09-Apr-26
Satish Sharma 84,53,381,3,26-Jan-26
Satish Sharma 84,53,132,4,14-Apr-26
Satish Sharma 84,53,136,1,02-Apr-26
Kiran Verma 45,54,227,1,29-Apr-26
Kiran Verma 45,54,407,2,03-Apr-26
Kiran Verma 45,54,319,3,03-Jan-26
Satish Yadav 84,55,223,4,07-Mar-26
Satish Yadav 84,55,302,2,24-Feb-26
Satish Yadav 84,55,223,4,14-Jan-26
Satish Yadav 84,55,330,2,08-Apr-26
Satish Yadav 84,55,249,4,31-Mar-26
Ravi Kumar 25,56,162,3,18-Apr-26
Ravi Kumar 25,56,408,4,06-Mar-26
Ravi Kumar 25,56,183,4,15-Jan-26
Ravi Kumar 25,56,194,4,12-Jan-26
Ravi Kumar 25,56,398,2,27-Jan-26
Ravi Kumar 25,56,300,1,24-Apr-26
Ravi Kumar 88,57,290,1,18-Feb-26
Ravi Kumar 88,57,357,3,14-Apr-26
Ravi Kumar 88,57,330,1,23-Mar-26
Arjun Goud 16,58,265,3,09-Apr-26
Arjun Goud 16,58,196,3,03-Mar-26
Arjun Goud 16,58,171,3,27-Feb-26
Prasad Rao 3,59,123,3,13-Jan-26
Prasad Rao 3,59,303,4,31-Jan-26
Prasad Rao 3,59,402,3,09-Apr-26
Vinodh Rao 23,60,263,4,01-Feb-26
Vinodh Rao 23,60,396,1,11-Jan-26
Vinodh Rao 23,60,101,3,06-Apr-26
Vinodh Rao 23,60,123,4,23-Feb-26
Vinodh Rao 23,60,406,2,17-Apr-26
Suresh Kumar 97,61,161,1,10-Jan-26
Suresh Kumar 97,61,322,1,09-Feb-26
Suresh Kumar 97,61,288,4,05-Apr-26
Suresh Kumar 97,61,121,2,04-Jan-26
Suresh Kumar 97,61,369,2,13-Jan-26
Suresh Kumar 97,61,319,2,28-Feb-26
Pavan Naidu 60,62,425,1,14-Feb-26
Pavan Naidu 60,62,149,2,12-Mar-26
Pavan Naidu 60,62,194,4,20-Apr-26
Pavan Naidu 60,62,297,4,02-Jan-26
Pavan Naidu 60,62,160,1,07-Jan-26
Pavan Naidu 60,62,435,4,29-Jan-26
Arjun Sharma 43,63,365,3,08-Mar-26
Arjun Sharma 43,63,232,4,26-Mar-26
Arjun Sharma 43,63,398,2,22-Mar-26
Arjun Sharma 43,63,183,4,24-Feb-26
Nithin Goud 98,64,205,2,13-Jan-26
Nithin Goud 98,64,281,2,05-Mar-26
Nithin Goud 98,64,358,3,03-Apr-26
Nithin Goud 98,64,279,4,05-Jan-26
Anil Verma 38,65,283,3,15-Jan-26
Anil Verma 38,65,334,4,07-Apr-26
Anil Verma 38,65,300,2,10-Feb-26
Prasad Reddy 3,66,405,1,17-Apr-26
Prasad Reddy 3,66,189,4,09-Feb-26
Prasad Reddy 3,66,176,3,20-Jan-26
Kalyan Yadav 34,67,185,4,24-Jan-26
Kalyan Yadav 34,67,354,4,26-Feb-26
Kalyan Yadav 34,67,234,3,28-Feb-26
Kalyan Yadav 34,67,337,2,08-Mar-26
Kalyan Yadav 34,67,438,2,11-Apr-26
Arjun Yadav 77,68,424,1,13-Mar-26
Arjun Yadav 77,68,295,3,26-Mar-26
Arjun Yadav 77,68,406,2,16-Jan-26
Arjun Yadav 77,68,131,3,12-Jan-26
Anil Verma 59,69,384,1,08-Feb-26
Anil Verma 59,69,204,2,13-Apr-26
Anil Verma 59,69,249,2,04-Mar-26
Anil Verma 59,69,387,3,04-Jan-26
Anil Verma 59,69,393,1,08-Apr-26
Ramesh Reddy 30,70,275,4,11-Feb-26
Ramesh Reddy 30,70,221,3,24-Apr-26
Ramesh Reddy 30,70,235,2,23-Mar-26
Ramesh Reddy 30,70,239,2,31-Jan-26
Ramesh Reddy 30,70,382,2,09-Jan-26
Nithin Kumar 67,71,291,4,24-Apr-26
Nithin Kumar 67,71,397,3,17-Mar-26
Nithin Kumar 67,71,243,4,06-Jan-26
Nithin Kumar 67,71,174,3,11-Mar-26
Ganesh Reddy 84,72,333,1,24-Feb-26
Ganesh Reddy 84,72,134,2,17-Jan-26
Ganesh Reddy 84,72,389,2,19-Feb-26
Ganesh Reddy 84,72,119,3,13-Mar-26
Kalyan Goud 67,73,131,1,07-Apr-26
Kalyan Goud 67,73,229,2,09-Mar-26
Kalyan Goud 67,73,419,2,04-Feb-26
Kiran Yadav 22,74,318,3,04-Jan-26
Kiran Yadav 22,74,316,3,13-Apr-26
Kiran Yadav 22,74,213,4,10-Mar-26
Kalyan Reddy 58,75,173,3,23-Mar-26
Kalyan Reddy 58,75,130,1,26-Apr-26
Kalyan Reddy 58,75,153,4,20-Feb-26
Kalyan Reddy 58,75,298,2,19-Jan-26
Vinodh Rao 84,76,330,4,17-Apr-26
Vinodh Rao 84,76,168,4,12-Feb-26
Vinodh Rao 84,76,239,1,14-Mar-26
Vinodh Rao 84,76,225,3,17-Feb-26
Vinodh Rao 84,76,409,4,04-Jan-26
Vinodh Rao 84,76,187,3,24-Feb-26
Kalyan Verma 41,77,338,2,21-Mar-26
Kalyan Verma 41,77,244,2,09-Jan-26
Kalyan Verma 41,77,427,4,24-Apr-26
Kalyan Verma 41,77,383,4,09-Mar-26
Kalyan Verma 41,77,387,2,04-Apr-26
Pavan Rao 54,78,195,3,05-Feb-26
Pavan Rao 54,78,114,1,09-Apr-26
Pavan Rao 54,78,407,1,11-Jan-26
Sanjay Yadav 68,79,127,3,27-Jan-26
Sanjay Yadav 68,79,408,4,17-Feb-26
Sanjay Yadav 68,79,175,1,08-Jan-26
Sanjay Yadav 68,79,368,1,09-Mar-26
Sanjay Yadav 68,79,259,4,07-Feb-26
Ravi Goud 1,80,203,1,18-Mar-26
Ravi Goud 1,80,141,1,20-Apr-26
Ravi Goud 1,80,214,4,01-Apr-26
Ravi Goud 1,80,134,1,29-Mar-26
Ravi Goud 1,80,436,4,28-Apr-26
Ravi Goud 1,80,215,1,18-Jan-26
Vamshi Goud 13,81,146,3,01-Feb-26
Vamshi Goud 13,81,439,2,04-Mar-26
Vamshi Goud 13,81,212,4,18-Apr-26
Prasad Goud 25,82,417,1,20-Apr-26
Prasad Goud 25,82,357,3,12-Mar-26
Prasad Goud 25,82,423,2,25-Feb-26
Prasad Goud 25,82,156,4,13-Mar-26
Surya Rao 37,83,181,1,14-Apr-26
Surya Rao 37,83,400,2,18-Jan-26
Surya Rao 37,83,248,1,10-Mar-26
Surya Rao 5,84,287,4,14-Apr-26
Surya Rao 5,84,305,2,13-Mar-26
Surya Rao 5,84,264,1,04-Mar-26
Nithin Sharma 43,85,139,4,05-Jan-26
Nithin Sharma 43,85,378,1,05-Mar-26
Nithin Sharma 43,85,221,2,31-Mar-26
Nithin Sharma 43,85,242,1,01-Apr-26
Vamshi Yadav 86,86,387,4,25-Mar-26
Vamshi Yadav 86,86,437,3,08-Jan-26
Vamshi Yadav 86,86,267,4,09-Apr-26
Vamshi Yadav 86,86,187,1,19-Mar-26
Pavan Rao 78,87,390,1,08-Mar-26
Pavan Rao 78,87,235,1,27-Feb-26
Pavan Rao 78,87,257,4,18-Feb-26
Pavan Rao 78,87,203,1,22-Mar-26
Pavan Rao 78,87,234,2,29-Mar-26
Suresh Kumar 29,88,396,3,30-Apr-26
Suresh Kumar 29,88,320,2,05-Mar-26
Suresh Kumar 29,88,408,1,02-Mar-26
Kalyan Verma 95,89,366,1,29-Apr-26
Kalyan Verma 95,89,444,3,28-Apr-26
Kalyan Verma 95,89,268,4,03-Jan-26
Kalyan Verma 95,89,184,4,02-Feb-26
Pavan Reddy 28,90,311,1,15-Jan-26
Pavan Reddy 28,90,185,3,15-Jan-26
Pavan Reddy 28,90,358,4,18-Apr-26
Pavan Reddy 28,90,354,3,25-Mar-26
Pavan Reddy 28,90,267,3,11-Apr-26
Sanjay Rao 45,91,162,1,31-Mar-26
Sanjay Rao 45,91,414,3,18-Apr-26
Sanjay Rao 45,91,161,3,06-Mar-26
Vinodh Naidu 64,92,122,4,28-Feb-26
Vinodh Naidu 64,92,178,1,29-Jan-26
Vinodh Naidu 64,92,347,4,30-Apr-26
Vinodh Naidu 64,92,319,1,22-Mar-26
Nithin Kumar 75,93,127,3,09-Mar-26
Nithin Kumar 75,93,332,1,27-Mar-26
Nithin Kumar 75,93,381,1,10-Apr-26
Nithin Kumar 75,93,392,2,04-Jan-26
Surya Naidu 83,94,184,1,01-Apr-26
Surya Naidu 83,94,327,3,06-Apr-26
Surya Naidu 83,94,291,4,09-Feb-26
Suresh Reddy 77,95,285,1,07-Jan-26
Suresh Reddy 77,95,295,2,07-Mar-26
Suresh Reddy 77,95,396,3,24-Mar-26
Suresh Reddy 77,95,181,4,01-Feb-26
Suresh Reddy 77,95,290,3,24-Jan-26
Suresh Reddy 77,95,126,4,12-Mar-26
Mahesh Sharma 36,96,127,2,24-Feb-26
Mahesh Sharma 36,96,325,4,25-Jan-26
Mahesh Sharma 36,96,406,1,09-Jan-26
Mahesh Sharma 36,96,297,1,27-Jan-26
Vinodh Verma 12,97,180,1,14-Jan-26
Vinodh Verma 12,97,175,2,06-Feb-26
Vinodh Verma 12,97,281,1,23-Apr-26
Vinodh Verma 12,97,357,4,07-Jan-26
Kiran Goud 77,98,334,4,07-Feb-26
Kiran Goud 77,98,339,1,20-Apr-26
Kiran Goud 77,98,122,2,11-Apr-26
Kiran Goud 77,98,110,3,05-Feb-26
Suresh Teja 58,99,108,2,16-Mar-26
Suresh Teja 58,99,184,2,27-Jan-26
Suresh Teja 58,99,229,2,30-Mar-26
Suresh Teja 58,99,210,2,14-Jan-26
Suresh Teja 58,99,313,1,26-Jan-26
Suresh Teja 58,99,139,3,23-Jan-26
Pavan Kumar 65,100,176,2,04-Mar-26
Pavan Kumar 65,100,437,2,16-Feb-26
Pavan Kumar 65,100,401,1,15-Jan-26
Pavan Kumar 65,100,420,1,27-Apr-26
Pavan Kumar 65,100,352,1,08-Jan-26
Pavan Kumar 65,100,220,1,25-Mar-26
Rahul Sharma 4,101,429,2,20-Mar-26
Rahul Sharma 4,101,255,2,11-Apr-26
Rahul Sharma 4,101,387,1,11-Apr-26
Rahul Sharma 4,101,282,1,05-Apr-26
Prasad Verma 27,102,182,1,25-Mar-26
Prasad Verma 27,102,271,2,19-Jan-26
Prasad Verma 27,102,404,3,04-Mar-26
Prasad Verma 27,102,305,4,10-Feb-26
Arjun Chowdary 19,103,360,2,05-Feb-26
Arjun Chowdary 19,103,152,1,26-Apr-26
Arjun Chowdary 19,103,356,2,07-Feb-26
Arjun Chowdary 19,103,191,3,03-Jan-26
Vikram Kumar 9,104,332,3,02-Apr-26
Vikram Kumar 9,104,312,4,04-Mar-26
Vikram Kumar 9,104,287,1,24-Apr-26
Prasad Sharma 91,105,377,3,23-Mar-26
Prasad Sharma 91,105,215,2,17-Jan-26
Prasad Sharma 91,105,266,1,15-Apr-26
Prasad Sharma 91,105,417,1,02-Mar-26
Prasad Sharma 91,105,214,4,27-Apr-26
Prasad Sharma 91,105,443,2,15-Apr-26
Ravi Chowdary 41,106,154,4,23-Apr-26
Ravi Chowdary 41,106,434,1,08-Feb-26
Ravi Chowdary 41,106,437,2,03-Apr-26
Ravi Chowdary 41,106,418,1,15-Mar-26
Ravi Chowdary 41,106,327,1,19-Feb-26
Anil Teja 60,107,309,3,09-Mar-26
Anil Teja 60,107,188,1,21-Apr-26
Anil Teja 60,107,229,4,30-Apr-26
Anil Teja 60,107,402,2,11-Feb-26
Prasad Rao 40,108,120,3,07-Feb-26
Prasad Rao 40,108,333,4,18-Apr-26
Prasad Rao 40,108,255,3,21-Apr-26
Prasad Rao 40,108,288,2,07-Jan-26
Prasad Rao 40,108,316,1,08-Mar-26
Prasad Rao 40,108,260,3,27-Feb-26
Kalyan Reddy 11,109,301,1,25-Jan-26
Kalyan Reddy 11,109,259,4,01-Jan-26
Kalyan Reddy 11,109,105,4,10-Feb-26
Kalyan Reddy 11,109,158,4,21-Jan-26
Kalyan Teja 31,110,226,3,23-Mar-26
Kalyan Teja 31,110,110,2,28-Feb-26
Kalyan Teja 31,110,447,1,07-Feb-26
Kalyan Teja 31,110,103,2,11-Feb-26
Kalyan Teja 31,110,247,3,09-Apr-26
Vamshi Yadav 34,111,179,4,01-Feb-26
Vamshi Yadav 34,111,442,2,12-Jan-26
Vamshi Yadav 34,111,262,1,05-Feb-26
Vamshi Yadav 34,111,336,4,26-Jan-26
Vijay Kumar 62,112,241,2,13-Jan-26
Vijay Kumar 62,112,416,1,15-Feb-26
Vijay Kumar 62,112,420,2,10-Mar-26
Vijay Kumar 62,112,199,4,11-Mar-26
Vikram Verma 97,113,213,2,07-Mar-26
Vikram Verma 97,113,272,2,22-Apr-26
Vikram Verma 97,113,399,1,28-Feb-26
Vikram Yadav 26,114,400,4,21-Apr-26
Vikram Yadav 26,114,448,2,10-Jan-26
Vikram Yadav 26,114,124,1,03-Apr-26
Vikram Yadav 26,114,164,3,13-Apr-26
Vikram Sharma 4,115,161,3,21-Mar-26
Vikram Sharma 4,115,371,2,02-Apr-26
Vikram Sharma 4,115,164,2,03-Jan-26
Vikram Sharma 4,115,232,2,04-Feb-26
Vikram Sharma 4,115,121,4,14-Jan-26
Nithin Verma 36,116,160,3,04-Mar-26
Nithin Verma 36,116,364,3,01-Feb-26
Nithin Verma 36,116,367,3,13-Feb-26
Nithin Verma 36,116,312,1,25-Mar-26
Nithin Verma 36,116,448,2,28-Mar-26
Nithin Verma 36,116,289,3,20-Jan-26
Suresh Chowdary 20,117,365,3,02-Jan-26
Suresh Chowdary 20,117,448,3,12-Mar-26
Suresh Chowdary 20,117,198,2,17-Jan-26
Pavan Verma 32,118,295,4,06-Apr-26
Pavan Verma 32,118,368,2,25-Mar-26
Pavan Verma 32,118,258,3,08-Jan-26
Ganesh Verma 11,119,444,1,27-Apr-26
Ganesh Verma 11,119,210,2,24-Jan-26
Ganesh Verma 11,119,137,4,28-Mar-26
Ganesh Verma 11,119,237,2,11-Feb-26
Ganesh Verma 11,119,336,1,25-Feb-26
Satish Teja 22,120,225,3,04-Feb-26
Satish Teja 22,120,234,4,16-Mar-26
Satish Teja 22,120,339,3,29-Apr-26
Satish Teja 22,120,237,2,30-Jan-26
Ganesh Chowdary 72,121,321,4,20-Jan-26
Ganesh Chowdary 72,121,126,2,01-Apr-26
Ganesh Chowdary 72,121,373,4,02-Jan-26
Ganesh Chowdary 72,121,311,1,18-Jan-26
Ganesh Chowdary 72,121,237,3,14-Feb-26
Ganesh Chowdary 72,121,387,4,18-Jan-26
Anil Chowdary 46,122,429,1,14-Mar-26
Anil Chowdary 46,122,392,3,23-Feb-26
Anil Chowdary 46,122,220,3,03-Jan-26
Anil Chowdary 46,122,200,3,10-Mar-26
Anil Chowdary 46,122,154,3,16-Jan-26
Mahesh Verma 10,123,430,4,29-Jan-26
Mahesh Verma 10,123,175,3,08-Mar-26
Mahesh Verma 10,123,441,3,24-Apr-26
Mahesh Verma 10,123,293,1,18-Apr-26
Mahesh Verma 10,123,149,1,31-Jan-26
Mahesh Verma 10,123,384,1,14-Mar-26
Ravi Rao 14,124,366,4,16-Feb-26
Ravi Rao 14,124,111,2,29-Mar-26
Ravi Rao 14,124,447,3,30-Mar-26
Ravi Rao 14,124,165,3,17-Apr-26
Ravi Rao 14,124,222,4,25-Mar-26
Ravi Teja 66,125,118,4,20-Mar-26
Ravi Teja 66,125,207,4,19-Jan-26
Ravi Teja 66,125,387,1,16-Feb-26
Ravi Teja 66,125,207,3,26-Mar-26
Anil Kumar 64,126,424,2,27-Mar-26
Anil Kumar 64,126,276,3,13-Jan-26
Anil Kumar 64,126,415,2,10-Feb-26
Anil Kumar 64,126,279,4,13-Apr-26
Anil Kumar 64,126,220,3,20-Apr-26
Vamshi Verma 91,127,281,2,23-Feb-26
Vamshi Verma 91,127,327,3,26-Apr-26
Vamshi Verma 91,127,212,2,10-Mar-26
